[15-30),Private,,289980,8,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,0
[45-60),Government,,337895,4,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,1
[45-60),Private,,144361,8,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,0
[30-45),Private,,128354,3,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
[30-45),Government,,101603,5,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
[15-30),Private,,271466,5,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,0
[15-30),Private,,32275,7,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States,0
[45-60),Private,,51835,2,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,1
[45-60),Government,,251585,4,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,1
[45-60),Self-emp,,109832,8,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,0
[30-45),Private,,237993,7,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
[45-60),Private,,216666,14,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
[30-45),Private,,56352,5,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,0
[30-45),Private,,147372,8,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,0
[30-45),Private,,188146,8,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,0
[30-45),Private,,59496,4,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States,0
[45-60),Private,,149640,8,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
[30-45),Private,,116632,1,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
[15-30),Private,,105598,7,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,United-States,0
[30-45),Private,,155537,8,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
[15-30),Private,,183175,7,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
[45-60),Private,,169846,8,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
[45-60),Self-emp,,191681,7,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
[15-30),Private,,101509,7,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,United-States,0
[30-45),Private,,309974,4,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States,0
[15-30),Self-emp,,162298,4,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1
[15-30),Private,,211678,7,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
[75-90),Private,,124744,7,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,United-States,0
[15-30),Private,,213921,8,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,0
[30-45),Private,,32214,6,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
[15-30),Private,,309634,10,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,0
[30-45),Government,,125927,13,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
[15-30),Private,,446839,8,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0
[45-60),Private,,276515,4,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,0
[45-60),Private,,51618,8,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
[45-60),Private,,159937,8,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,0
[30-45),Private,,343591,8,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,1
[45-60),Private,,346253,8,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,0
[45-60),Government,,268234,8,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
[30-45),Private,,202051,3,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
[30-45),Private,,54334,12,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
[30-45),Government,,410867,1,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
[45-60),Private,,249977,5,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
[30-45),Private,,286730,7,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
[15-30),Private,,212563,7,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,0
[30-45),Government,,226296,4,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
[15-30),Government,,115585,7,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
[45-60),Self-emp,,191277,1,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,1
[30-45),Private,,202683,7,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,1
[45-60),Private,,171095,6,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,0
[30-45),Government,,249409,8,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,0
[75-90),Private,,124191,3,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
[30-45),Private,,198282,4,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
[45-60),Self-emp,,149116,3,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
[15-30),Private,,188300,7,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
[15-30),Private,,103432,8,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
[30-45),Self-emp,,317660,8,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,1
[30-45),Private,,194901,10,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
[30-45),Government,,189265,8,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
[30-45),Private,,124692,8,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
[15-30),Private,,432376,4,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,0
[30-45),Private,,65324,2,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
[45-60),Self-emp,,335605,8,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,1
[15-30),Private,,377869,7,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,0
[30-45),Private,,102864,8,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
[45-60),Private,,95647,12,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
[45-60),Self-emp,,303090,7,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
[45-60),Government,,197371,5,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
[45-60),Private,,247552,7,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,0
[15-30),Private,,102632,8,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,0
[15-30),Private,,199915,7,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
[30-45),Private,,118853,4,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
[30-45),Private,,77143,4,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,0
[15-30),Government,,267989,4,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
[15-30),Private,,301606,7,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,0
[45-60),Private,,287828,4,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
[15-30),Private,,111697,7,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,0
[30-45),Private,,114937,6,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
[30-45),Private,,365739,7,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
[15-30),Private,,69621,6,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,0
[15-30),Private,,43323,8,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,0
[30-45),Self-emp,,120985,8,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,0
[30-45),Private,,254202,4,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
[45-60),Private,,146195,6,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,0
[30-45),Government,,125933,3,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,1
[30-45),Self-emp,,56920,8,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
[15-30),Private,,163127,5,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,0
[15-30),Private,,34310,7,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
[45-60),Private,,81973,7,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
[60-75),Self-emp,,66614,8,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
[15-30),Private,,232782,7,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
[15-30),Private,,316868,7,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,0
[45-60),Private,,196584,5,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,1
[60-75),Private,,105376,7,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,0
[30-45),Private,,185814,8,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,0
[15-30),Private,,175374,7,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,0
[30-45),Private,,108293,8,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,0
[60-75),Private,,181232,10,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,0
[45-60),Government,,186009,7,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,0
[30-45),Private,,198183,8,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
[30-45),Private,,163003,4,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,0
[15-30),Private,,296158,8,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
[45-60),Private,,187715,8,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,0
[15-30),Private,,214542,4,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
[60-75),Self-emp,,494223,7,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,0
[15-30),Private,,191535,8,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0
[30-45),Private,,228456,4,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,0
[15-30),Private,,252752,8,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,0
[30-45),Self-emp,,78374,3,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
[15-30),Private,,88419,8,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,0
[45-60),Self-emp,,201080,3,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
[30-45),Private,,207157,7,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,0
[30-45),Government,,235485,6,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,0
[45-60),Government,,102628,3,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,0
[15-30),Private,,25828,10,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,0
[60-75),Government,,54826,5,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,0
[15-30),Private,,124953,8,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,0
[15-30),Government,,175325,8,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
[45-60),Private,,96062,7,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,1
[15-30),Private,,428030,4,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
[15-30),Government,,149624,4,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
[15-30),Private,,253814,8,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,0
[15-30),Private,,312956,8,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,0
[30-45),Private,,483777,8,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,0
[15-30),Private,,183930,8,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0
[30-45),Private,,37274,4,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,0
[30-45),Government,,181344,7,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,1
[30-45),Private,,114580,7,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
[30-45),Private,,633742,7,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,0
[30-45),Private,,286370,13,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,1
[30-45),Government,,29054,7,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,1
[30-45),Private,,304030,8,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
[30-45),Self-emp,,143129,4,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
[30-45),Private,,99928,3,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,0
[45-60),Government,,109567,1,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
[30-45),Private,,155222,7,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,0
[15-30),Private,,159567,7,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
[30-45),Government,,523910,4,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
[45-60),Private,,120939,7,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,0
[30-45),Government,,130760,4,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,0
[15-30),Private,,197387,14,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,0
[30-45),Private,,99374,7,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
[30-45),Government,,56795,3,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,1
[30-45),Private,,138992,3,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,1
[15-30),Self-emp,,32921,8,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
[15-30),Private,,397317,3,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,0
[45-60),Private,,259323,4,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
[30-45),Government,,254817,7,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,0
[30-45),Government,,48211,8,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
[15-30),Private,,140164,10,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
[30-45),Private,,128757,4,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,1
[30-45),Private,,36270,8,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0
[45-60),Self-emp,,210563,8,9,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States,1
[15-30),Private,,65368,10,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,0
[30-45),Government,,160943,8,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
[30-45),Private,,208358,8,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
[30-45),Private,,153790,7,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
[60-75),Private,,85815,8,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0
[45-60),Self-emp,,125417,13,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
[30-45),Private,,635913,4,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,1
[45-60),Private,,313321,6,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
[30-45),Private,,182609,4,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Poland,0
[45-60),Private,,109434,4,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,0
[15-30),Private,,255004,11,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
[30-45),Private,,197860,7,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
[90-105),Private,,51744,8,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,0
[45-60),Private,,176681,8,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20,United-States,0
[45-60),Government,,140359,16,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,0
[15-30),Private,,243313,8,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
[60-75),Self-emp,,167687,8,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States,0
[75-90),Private,,314209,5,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,0
[60-75),Private,,176796,8,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
[30-45),Private,,538583,10,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40,United-States,0
[30-45),Private,,130408,8,9,Divorced,Sales,Unmarried,Black,Female,0,0,38,United-States,0
[15-30),Private,,159732,7,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,0
[30-45),Private,,110978,7,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40,United-States,0
[15-30),Private,,76714,2,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,1
[45-60),Government,,268700,8,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
[30-45),Government,,170525,7,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
[30-45),Private,,180138,4,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,1
[30-45),Government,,115076,3,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1
[15-30),Private,,115458,8,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
[30-45),Private,,347890,4,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
[30-45),Self-emp,,196001,8,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,0
[15-30),Government,,273905,6,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,0
[30-45),Private,,179488,7,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,0
[45-60),Private,,236596,8,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,1
[30-45),Private,,183916,8,9,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States,0
[30-45),Private,,207578,6,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States,1
[30-45),Private,,112763,2,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
[30-45),Private,,390781,4,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,0
[45-60),Government,,171328,11,6,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,0
[15-30),Government,,27382,7,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
[45-60),Private,,259014,7,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,0
[30-45),Self-emp,,303044,8,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,1
[15-30),Private,,117789,8,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
[30-45),Private,,172579,8,9,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
[45-60),Private,,187666,5,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
[45-60),Private,,204518,13,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
[30-45),Private,,150042,4,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
[45-60),Private,,98092,8,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
[15-30),Private,,245918,10,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0
[45-60),Private,,146013,7,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,0
[15-30),Private,,378322,10,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
[30-45),Self-emp,,257295,7,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,1
[60-75),Private,,21174,8,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
[30-45),Private,,185480,4,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
[30-45),Private,,222205,8,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,1
[60-75),Private,,69867,8,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
[15-30),Private,,191260,12,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States,0
[45-60),Self-emp,,30653,3,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States,0
[15-30),Government,,209109,3,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,0
[30-45),Private,,70377,8,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
[30-45),Private,,477983,8,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
[30-45),Private,,170924,7,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
[30-45),Private,,190174,7,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
[15-30),Private,,193787,7,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
[15-30),Private,,279472,7,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,1
[15-30),Private,,34918,4,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,0
